Address,Price,Bedroom,Bathroom,sqft,list-card-variable-text
"325 Pullen Ave, Nashville, TN 37207","$499,000",3,2,"1,530",Sold 12/17/2021
"3353 Mimosa Dr, Nashville, TN 37211","$312,500",4,2,"1,328",Sold 12/17/2021
"5456 Village Way, Nashville, TN 37211","$400,000",3,2,"1,362",Sold 12/17/2021
"4917 Yorkshire Rd, Nashville, TN 37211","$421,000",3,2,"1,292",Sold 12/17/2021
"4983 Karen Ray Dr, Antioch, TN 37013","$322,973",3,2,"1,848",Sold 12/17/2021
"105 Hearthstone Manor Cir, Brentwood, TN 37027","$435,000",3,3,"2,082",Sold 12/17/2021
"5128 Hilson Rd, Nashville, TN 37211","$425,000",4,3,"2,100",Sold 12/17/2021
"6521 Lampe Ct, Hermitage, TN 37076","$490,000",3,2,"2,642",Sold 12/17/2021
"4052 Barnes Cove Dr, Antioch, TN 37013","$500,000",4,3,"2,877",Sold 12/17/2021
"941 W Greenwood Ave, Nashville, TN 37206","$391,000",3,2,"1,805",Sold 12/17/2021
"1033 Bradburn Village Cir, Antioch, TN 37013","$257,690",2,3,"1,203",Sold 12/17/2021
"1065 Bradburn Village Cir, Antioch, TN 37013","$254,690",2,3,"1,203",Sold 12/17/2021
"653 Belgium Dr, Hermitage, TN 37076","$338,116",3,2,"1,300",Sold 12/17/2021
"536 Wesley Ave, Nashville, TN 37207","$340,000",2,1,978,Sold 12/17/2021
"3528 Paragon Dr, Nashville, TN 37211","$580,000",4,3,"2,391",Sold 12/17/2021
"4002 Burrus St, Nashville, TN 37216","$551,000",3,3,"1,886",Sold 12/17/2021
"9721 Katz Ln, Brentwood, TN 37027","$584,820",4,3,"2,653",Sold 12/17/2021
"849 Cherokee Ave #9, Nashville, TN 37207","$480,000",3,4,"1,802",Sold 12/17/2021
"2828 Blackwood Dr, Nashville, TN 37214","$365,000",3,2,"1,220",Sold 12/17/2021
"3408 Cobble St, Nashville, TN 37211","$426,510",3,2,"2,220",Sold 12/17/2021
"3752 Priest Lake Dr, Nashville, TN 37217","$389,439",3,3,"1,878",Sold 12/17/2021
"117 Jonesboro Ct, Nashville, TN 37214","$349,900",3,2,"1,692",Sold 12/17/2021
"3924 Hoggett Ford Rd, Hermitage, TN 37076","$310,000",2,3,"1,216",Sold 12/16/2021
"743 Cottage Park Dr, Nashville, TN 37207","$519,000",3,3,"2,232",Sold 12/16/2021
"1510 Demonbreun St APT 1003, Nashville, TN 37203","$459,000",1,1,995,Sold 12/16/2021
"1241 McGavock Pike, Nashville, TN 37216","$700,000",4,4,"3,600",Sold 12/16/2021
"533 Summit Oaks Ct, Nashville, TN 37221","$665,000",5,5,"4,341",Sold 12/16/2021
"2109 23rd Ave N #C, Nashville, TN 37208","$565,000",3,4,"2,236",Sold 12/16/2021
"1429 Ocoee Trl, Madison, TN 37115","$315,000",3,2,"1,182",Sold 12/16/2021
"2600 Hillsboro Pike APT 341, Nashville, TN 37212","$405,000",2,2,"1,300",Sold 12/16/2021
"108 Jefferson Sq, Nashville, TN 37215","$490,000",3,3,"2,665",Sold 12/16/2021
"810 Bellevue Rd APT 233, Nashville, TN 37221","$158,000",2,2,"1,067",Sold 12/16/2021
"133 Parker Dr, Antioch, TN 37013","$386,465",3,2,"1,860",Sold 12/15/2021
"1077 E Trinity Ln UNIT 108, Nashville, TN 37216","$454,500",2,2,"1,230",Sold 12/15/2021
"1260 Beech Hollow Dr, Nashville, TN 37211","$775,000",4,4,"4,178",Sold 12/15/2021
"4112 Tree Haven Pl, Antioch, TN 37013","$350,940",4,3,"2,548",Sold 12/15/2021
"4116 Tree Haven Pl, Antioch, TN 37013","$329,335",4,3,"2,099",Sold 12/15/2021
"883 Industrial Dr, Old Hickory, TN 37138","$329,900",3,3,"1,609",Sold 12/15/2021
"2353 Patrick Ave, Old Hickory, TN 37138","$269,050",2,3,"1,177",Sold 12/15/2021
"217 Boxmere Pl, Nashville, TN 37215","$345,000",2,2,"1,058",Sold 12/15/2021
"5115 Brucewood Dr, Nashville, TN 37211","$475,000",3,2,"2,177",Sold 12/15/2021
"4808 Redcastle Rdg, Nashville, TN 37211","$742,000",4,4,"3,800",Sold 12/15/2021
"2950 Baby Ruth Ln UNIT 25, Antioch, TN 37013","$280,000",3,3,"1,509",Sold 12/15/2021
"2164 Freeman Ln, Madison, TN 37115","$403,000",3,3,"2,302",Sold 12/15/2021
"1108 Shelton Ave, Nashville, TN 37216","$610,000",3,3,"1,896",Sold 12/15/2021
"2615 Ennis Rd, Nashville, TN 37210","$320,000",2,1,"1,319",Sold 12/15/2021
"541 Eastboro Dr, Nashville, TN 37209","$520,000",3,3,"1,722",Sold 12/15/2021
"1212 Laurel St APT 2007, Nashville, TN 37203","$950,000",2,2,"1,210",Sold 12/15/2021
"809 Kestenbaum Ct, Antioch, TN 37013","$422,000",3,3,"2,139",Sold 12/15/2021
"926 1st Ave N, Nashville, TN 37201","$607,500",2,2,996,Sold 12/14/2021
"1668 Comanche Run, Madison, TN 37115","$377,000",4,3,"2,194",Sold 12/14/2021
"1413-1413B Dugger Dr, Nashville, TN 37206","$759,900",3,4,"2,660",Sold 12/14/2021
"5766 Brentwood Trce, Brentwood, TN 37027","$232,000",1,1,780,Sold 12/14/2021
"141 Five Oaks Dr, Nashville, TN 37217","$207,000",2,2,"1,280",Sold 12/13/2021
"4832 Lindell St, Nashville, TN 37216","$421,900",3,2,"1,634",Sold 12/13/2021
"325 Duke St #A, Nashville, TN 37207","$535,000",4,3,"1,900",Sold 12/13/2021
"543 Elaine Dr, Nashville, TN 37211","$404,700",6,4,"2,580",Sold 12/13/2021
"220 Elberta St, Nashville, TN 37210","$508,900",4,3,"2,093",Sold 12/13/2021
"2708 Gossett Trl, Nashville, TN 37221","$353,000",3,3,"1,391",Sold 12/13/2021
"920 South St UNIT 121, Nashville, TN 37203","$500,000",1,1,708,Sold 12/13/2021
"1043 E Trinity Ln, Nashville, TN 37216","$515,000",3,1,"1,294",Sold 12/13/2021
"415 Church St APT 1106, Nashville, TN 37219","$369,000",1,1,741,Sold 12/12/2021
"338 Barrett Rd, Nashville, TN 37211","$381,500",2,2,"1,676",Sold 12/12/2021
"1812 10th Ave N, Nashville, TN 37208","$221,000",2,1,900,Sold 12/12/2021
"2025 Woodmont Blvd APT 337, Nashville, TN 37215","$210,000",1,1,662,Sold 12/12/2021
"3013 Beachmist Way, Antioch, TN 37013","$373,000",4,3,"2,192",Sold 12/12/2021
"21 Vaughns Gap Rd APT 4, Nashville, TN 37205","$300,000",4,2,"1,472",Sold 12/10/2021
"641 Hidden Acres Dr, Madison, TN 37115","$499,900",5,3,"3,044",Sold 12/10/2021
"824 Heritage Trl, Hermitage, TN 37076","$341,999",--,--,"1,920",Sold 12/10/2021
"415 N 15th St, Nashville, TN 37206","$900,000",4,3,"2,164",Sold 12/10/2021
"317 Pioneer Ln, Nashville, TN 37206","$550,000",3,2,"1,381",Sold 12/10/2021
"112 Blue Hills Ct, Nashville, TN 37214","$540,000",5,3,"3,194",Sold 12/10/2021
"124 Scenic View Rd, Old Hickory, TN 37138","$151,000",3,1,856,Sold 12/10/2021
"1940 Laurinda Dr, Nashville, TN 37217","$300,000",--,--,"1,519",Sold 12/10/2021
"737 Rowan Dr, Nashville, TN 37207","$284,000",3,2,"1,525",Sold 12/10/2021
"1426 Sumner Ave, Nashville, TN 37206","$715,000",3,2,"1,696",Sold 12/10/2021
"1325 Wexford Downs Ln, Nashville, TN 37211","$705,000",3,5,"3,565",Sold 12/10/2021
"1232 Twin Circle Dr, Nashville, TN 37217","$376,000",3,3,"1,978",Sold 12/10/2021
"130 Shadow Glen Dr, Nashville, TN 37211","$270,500",2,3,"1,216",Sold 12/10/2021
"7324 Riverfront Dr, Nashville, TN 37221","$475,000",3,3,"2,101",Sold 12/10/2021
"1013 Townley Dr, Madison, TN 37115","$588,800",3,3,"3,179",Sold 12/10/2021
"1706 Sprucedale Dr, Antioch, TN 37013","$239,999",2,3,"1,258",Sold 12/10/2021
"1717 Boxwood Dr, Nashville, TN 37211","$548,000",3,3,"2,352",Sold 12/10/2021
"1434 12th Ave S, Nashville, TN 37203","$810,000",4,4,"1,804",Sold 12/10/2021
"570 Green Ln, Whites Creek, TN 37189","$435,000",3,3,"2,260",Sold 12/10/2021
"601 Old Hickory Blvd UNIT 17, Brentwood, TN 37027","$380,000",3,3,"1,568",Sold 12/09/2021
"3025 Cody Hill Rd, Nashville, TN 37211","$450,000",3,3,"2,617",Sold 12/09/2021
"800 Wickshire Dr, Brentwood, TN 37027","$630,000",5,4,"3,372",Sold 12/09/2021
"1249 Brentwood Highlands Dr, Nashville, TN 37211","$385,000",3,3,"1,646",Sold 12/09/2021
"420 Walton Ln APT J46, Madison, TN 37115","$127,500",1,1,652,Sold 12/09/2021
"323 Shadow Glen Dr, Nashville, TN 37211","$295,000",2,3,"1,204",Sold 12/09/2021
"806 18th Ave S APT 107, Nashville, TN 37203","$265,000",1,1,600,Sold 12/09/2021
"806 18th Ave S APT 102, Nashville, TN 37203","$260,000",1,1,600,Sold 12/09/2021
"806 18th Ave S APT 108, Nashville, TN 37203","$265,000",1,1,600,Sold 12/09/2021
"8310 Luree Ln, Hermitage, TN 37076","$339,900",3,1,"1,445",Sold 12/08/2021
"5171 Whites Creek Pike, Whites Creek, TN 37189","$220,000",3,2,"1,498",Sold 12/08/2021
"300 McArthur Dr, Madison, TN 37115","$281,250",2,1,"1,377",Sold 12/08/2021
"4134 Farmview Dr, Nashville, TN 37218","$290,000",4,2,"1,600",Sold 12/08/2021
"2236 Weona Dr, Nashville, TN 37214","$465,000",4,2,"1,728",Sold 12/08/2021
"2112 Pinewood Rd, Nashville, TN 37216","$402,000",3,2,"1,593",Sold 12/08/2021
"1508 Norvel Ave, Nashville, TN 37216","$440,000",4,1,"1,992",Sold 12/08/2021
"1624 Riverside Dr, Nashville, TN 37216","$479,900",5,3,"2,128",Sold 12/08/2021
"5720 Cedar Ash Xing, Antioch, TN 37013","$370,000",3,2,"1,967",Sold 12/08/2021
"104 Oaklynn Dr, Madison, TN 37115","$345,500",3,2,"1,802",Sold 12/07/2021
"5160 Roxborough Dr, Hermitage, TN 37076","$340,000",3,2,"1,564",Sold 12/07/2021
"2419 Mansker Dr, Madison, TN 37115","$545,000",4,5,"3,800",Sold 12/07/2021
"5345 Roxborough Pass, Hermitage, TN 37076","$385,000",3,2,"1,917",Sold 12/07/2021
"3216 Leswood Ln, Nashville, TN 37207","$345,900",4,3,"1,650",Sold 12/07/2021
"1917 Cephas St, Nashville, TN 37208","$375,000",3,2,"1,284",Sold 12/07/2021
"1131 Richmond Dr, Nashville, TN 37216","$580,000",3,2,"1,738",Sold 12/07/2021
"3407 Springbrook Dr, Nashville, TN 37204","$510,000",2,1,967,Sold 12/07/2021
"3400 Woodhaven Dr, Nashville, TN 37204","$543,000",3,1,"1,363",Sold 12/07/2021
"4640 Chalmers Dr, Nashville, TN 37215","$990,000",3,3,"2,531",Sold 12/06/2021
"2120 Lebanon Pike APT 48, Nashville, TN 37210","$286,000",3,3,"1,596",Sold 12/06/2021
"400 Herron Dr #413, Nashville, TN 37210","$310,000",2,2,"1,096",Sold 12/06/2021
"600 12th Ave S APT 403, Nashville, TN 37203","$589,000",1,2,"1,058",Sold 12/06/2021
"311-311A Prince Ave, Nashville, TN 37207","$535,000",3,3,"1,972",Sold 12/06/2021
"2216 Milan Ct, Madison, TN 37115","$417,000",4,3,"2,000",Sold 12/06/2021
"2604 Lawncrest Dr, Nashville, TN 37210","$550,000",5,4,"3,290",Sold 12/06/2021
"506 American Rd, Nashville, TN 37209","$374,900",5,3,"1,620",Sold 12/06/2021
"7832 Old Springfield Pike, Goodlettsville, TN 37072","$580,000",4,3,"2,915",Sold 12/06/2021
"6249 Crawford Dr, Hermitage, TN 37076","$510,824",3,3,"2,790",Sold 12/03/2021
"3000 Hillsboro Pike APT 141, Nashville, TN 37215","$296,100",2,2,"1,080",Sold 12/03/2021
"4524 Michigan Ave, Nashville, TN 37209","$600,000",3,3,"2,193",Sold 12/03/2021
"4403-4403B Illinois Ave, Nashville, TN 37209","$775,000",4,4,"2,384",Sold 12/03/2021
"2271 Preserve Blvd, Antioch, TN 37013","$352,659",4,3,"2,074",Sold 12/03/2021
"2351 Patrick Ave, Old Hickory, TN 37138","$293,700",3,3,"1,452",Sold 12/03/2021
"119 Brighton Clos, Nashville, TN 37205","$900,000",3,3,"2,756",Sold 12/03/2021
"2915 Compton Rd, Nashville, TN 37215","$665,000",3,1,"1,798",Sold 12/03/2021
"1003 Drummond Dr #A, Nashville, TN 37211","$265,000",2,1,834,Sold 12/03/2021
"1023 Woodvale Dr, Nashville, TN 37204","$750,000",5,2,"2,736",Sold 12/03/2021
"4209 Morriswood Ct, Nashville, TN 37204","$905,000",3,3,"2,810",Sold 12/03/2021
"3704 Grubbs Rd, Nashville, TN 37211","$450,800",3,2,"1,648",Sold 12/03/2021
"322 Leopole Rd, Nashville, TN 37211","$369,000",3,2,"1,675",Sold 12/03/2021
"1220 Quaise Moor E, Antioch, TN 37013","$361,500",3,3,"2,172",Sold 12/03/2021
"14 Lymington Ct, Brentwood, TN 37027","$730,000",3,3,"2,831",Sold 12/03/2021
"308 Roundhill Cv, Nashville, TN 37211","$406,000",3,3,"2,013",Sold 12/03/2021
"1049 Beech Tree Ln, Brentwood, TN 37027","$700,000",3,3,"2,935",Sold 12/03/2021
"536 Cold Stream Pl, Nashville, TN 37221","$540,000",3,3,"2,301",Sold 12/03/2021
"143 Holly Frst, Nashville, TN 37221","$368,000",3,3,"1,866",Sold 12/02/2021
"5109-5109B Michigan Ave, Nashville, TN 37209","$472,000",2,3,"1,456",Sold 12/02/2021
"524 Judd Dr, Nashville, TN 37218","$300,000",3,2,"1,746",Sold 12/02/2021
"1804 Eastside Ave, Nashville, TN 37206","$635,000",3,2,"1,805",Sold 12/02/2021
"133 Donald St, Nashville, TN 37207","$386,500",3,1,"1,476",Sold 12/02/2021
"4044 Pepperwood Dr, Antioch, TN 37013","$320,000",3,3,"1,455",Sold 12/02/2021
"1500 Woodmont Blvd, Nashville, TN 37215","$960,000",5,4,"3,556",Sold 12/02/2021
"227 Cumberland Cir, Nashville, TN 37214","$427,500",3,2,"1,530",Sold 12/02/2021
"6125 Mount Pisgah Rd, Nashville, TN 37211","$800,000",4,5,"4,388",Sold 12/02/2021
"5703 Maxon Ave, Nashville, TN 37209","$315,000",2,1,840,Sold 12/01/2021
"108 McFerrin Ave, Nashville, TN 37206","$475,000",2,1,"1,163",Sold 12/01/2021
"705 Morrow Rd, Nashville, TN 37209","$370,000",2,1,678,Sold 12/01/2021
"1605 Straightway Ave, Nashville, TN 37206","$380,000",3,1,"1,350",Sold 12/01/2021
"909 Cointreau Dr, Hermitage, TN 37076","$345,000",3,2,"1,988",Sold 12/01/2021
"304 Cross Timbers Dr, Nashville, TN 37221","$370,000",3,2,"1,584",Sold 12/01/2021
"1300 Saunders Ave, Madison, TN 37115","$470,000",3,3,"2,753",Sold 12/01/2021
"549 Rivercrest Cv, Nashville, TN 37214","$642,500",5,4,"4,396",Sold 12/01/2021
"3224 Clapham Rd, Antioch, TN 37013","$352,250",4,3,"1,930",Sold 12/01/2021
"118 Porter Ter, Nashville, TN 37206","$259,900",2,2,896,Sold 11/30/2021
"1200 Foxton Ln, Antioch, TN 37013","$299,100",3,3,"1,485",Sold 11/30/2021
"500 Shoreline Ln E, Antioch, TN 37013","$229,000",3,2,"1,428",Sold 11/30/2021
"3079 Talisman Way, Antioch, TN 37013","$287,000",3,3,"1,485",Sold 11/30/2021
"8244 Boone Trce, Nashville, TN 37221","$445,000",4,3,"2,050",Sold 11/30/2021
"520 Glenpark Dr, Nashville, TN 37217","$393,800",3,3,"2,689",Sold 11/30/2021
"7217 Carrie Ct, Antioch, TN 37013","$340,610",4,3,"1,927",Sold 11/30/2021
"7227 Carrie Ct, Antioch, TN 37013","$333,270",3,3,"1,749",Sold 11/30/2021
"4500 Post Rd UNIT B-17, Nashville, TN 37205","$340,000",2,2,"1,624",Sold 11/30/2021
"105 Clifton Ct, Old Hickory, TN 37138","$277,000",3,1,"1,455",Sold 11/30/2021
"513 Elaine Ave, Nashville, TN 37209","$560,000",5,3,"1,880",Sold 11/30/2021
"1300 Riverside Dr, Nashville, TN 37206","$665,000",3,4,"1,869",Sold 11/30/2021
"1033 Westchester Dr, Madison, TN 37115","$213,000",3,1,"1,000",Sold 11/30/2021
"2418 McGinnis Dr, Nashville, TN 37216","$540,000",4,2,"2,448",Sold 11/30/2021
"1112 Inglewood Dr, Nashville, TN 37216","$535,000",4,2,"1,841",Sold 11/30/2021
"2410 Mansker Dr, Madison, TN 37115","$566,000",4,3,"2,883",Sold 11/30/2021
"313 Huntington Ridge Dr, Nashville, TN 37211","$250,000",2,2,"1,134",Sold 11/30/2021
"2806 Meadow Rose Dr, Nashville, TN 37206","$470,000",3,1,"1,540",Sold 11/30/2021
"4341 Bernard Rd, Joelton, TN 37080","$685,000",3,3,"2,940",Sold 11/30/2021
"620 Sweetwater Cir, Old Hickory, TN 37138","$380,000",3,3,"1,710",Sold 11/30/2021
"5141 Hunters Point Ln, Hermitage, TN 37076","$200,000",2,2,"1,388",Sold 11/30/2021
"611 21st Ave N, Nashville, TN 37203","$706,600",4,4,"2,614",Sold 11/30/2021
"1719 7th Ave N, Nashville, TN 37208","$765,000",3,4,"2,448",Sold 11/30/2021
"511 Norton Ave, Nashville, TN 37207","$339,900",2,1,768,Sold 11/30/2021
"1112 Jacksons Valley Rd, Hermitage, TN 37076","$290,000",3,3,"1,500",Sold 11/30/2021
"942 General George Patton Rd, Nashville, TN 37221","$374,000",4,3,"1,744",Sold 11/30/2021
"2808 Saint Edwards Dr, Nashville, TN 37211","$339,900",2,2,960,Sold 11/30/2021
"2008 Ashton Ave, Nashville, TN 37218","$394,999",3,2,"1,415",Sold 11/30/2021
"2508 Gardner Ln, Nashville, TN 37207","$430,000",6,4,"1,621",Sold 11/30/2021
"4833 Everest Dr, Old Hickory, TN 37138","$401,000",4,3,"2,170",Sold 11/30/2021
"137 Pepper Ridge Cir, Antioch, TN 37013","$235,000",2,2,"1,416",Sold 11/30/2021
"312 Marshall St, Nashville, TN 37207","$370,000",2,1,830,Sold 11/30/2021
"358 Huntington Ridge Dr, Nashville, TN 37211","$252,000",3,2,"1,418",Sold 11/30/2021
"5312 Village Way, Nashville, TN 37211","$375,000",3,3,"1,624",Sold 11/30/2021
"212 Nunley Dr, Nashville, TN 37211","$375,000",3,2,"1,609",Sold 11/30/2021
"5510 Country Dr APT 93, Nashville, TN 37211","$210,500",3,3,"1,480",Sold 11/30/2021
"1079 General George Patton Rd, Nashville, TN 37221","$360,000",3,2,"1,890",Sold 11/30/2021
"500 Cedar Forest Ct, Nashville, TN 37221","$356,000",3,3,"1,688",Sold 11/30/2021
"2905 Nautilus Dr, Nashville, TN 37217","$324,000",3,2,"1,719",Sold 11/30/2021
"6945 Somerset Farms Cir, Nashville, TN 37221","$408,000",3,2,"1,750",Sold 11/30/2021
"541 Richmar Dr, Nashville, TN 37211","$400,000",4,2,"2,650",Sold 11/30/2021
"550 Harding Pl APT B107, Nashville, TN 37211","$109,110",2,2,"1,044",Sold 11/30/2021
