SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-29-2021,Single Family Residential,2402 Selma Ave,Nashville,TN,37214,447000,3,2.0,Nashville,1700,14810,1962,,263,,Sold,,,https://www.redfin.com/TN/Nashville/2402-Selma-Ave-37214/home/87829197,REALTRACS,2305866,N,Y,36.175425,-86.6806315
PAST SALE,February-4-2021,Single Family Residential,1240 Bending Creek Dr,Antioch,TN,37013,280000,3,2.5,Mill Run,1458,5227,2000,,192,23,Sold,,,https://www.redfin.com/TN/Antioch/1240-Bending-Creek-Dr-37013/home/108015473,REALTRACS,2216414,N,Y,36.0191319,-86.6831018
PAST SALE,December-10-2020,Single Family Residential,515 N 17th St,Nashville,TN,37206,425000,2,2.0,W L Horns Spout Spring,998,4791,1925,,426,,Sold,,,https://www.redfin.com/TN/Nashville/515-N-17th-St-37206/home/87815254,REALTRACS,2197557,N,Y,36.1821318,-86.7383174
PAST SALE,July-20-2021,Single Family Residential,6129 Hampton Hall Way,Hermitage,TN,37076,380000,3,2.5,Hampton Hall,1824,10018,1998,,208,,Sold,,,https://www.redfin.com/TN/Hermitage/6129-Hampton-Hall-Way-37076/home/68854769,REALTRACS,2267977,N,Y,36.1636222,-86.5831079
PAST SALE,January-19-2021,Single Family Residential,113 Asbee Ct,Goodlettsville,TN,37072,265000,3,2.0,Windsor Green,1620,5662,1985,,164,25,Sold,,,https://www.redfin.com/TN/Goodlettsville/113-Asbee-Ct-37072/home/108072861,REALTRACS,2207573,N,Y,36.314135,-86.692271
PAST SALE,December-9-2020,Single Family Residential,2557 Oak Forest Dr,Antioch,TN,37013,298000,4,2.5,Oakwood,2112,17424,1990,,141,27,Sold,,,https://www.redfin.com/TN/Antioch/2557-Oak-Forest-Dr-37013/home/102802645,REALTRACS,2200846,N,Y,36.0790493,-86.6537742
PAST SALE,September-17-2021,Single Family Residential,1964 Waterford Dr,Old Hickory,TN,37138,335000,3,2.0,Waterford,1760,7840,1994,,190,31,Sold,,,https://www.redfin.com/TN/Old-Hickory/1964-Waterford-Dr-37138/home/68827257,REALTRACS,2281346,N,Y,36.2485186,-86.6560512
PAST SALE,September-9-2021,Single Family Residential,6016 Baltic Dr,Hermitage,TN,37076,285000,3,1.0,Dodson Heights,1325,7405,1964,,215,,Sold,,,https://www.redfin.com/TN/Hermitage/6016-Baltic-Dr-37076/home/107985120,REALTRACS,2279396,N,Y,36.1902932,-86.6197899
PAST SALE,April-7-2021,Condo/Co-op,104 Colbert Way,Nashville,TN,37206,401600,3,2.5,Joule,1770,871,2017,,227,148,Sold,,,https://www.redfin.com/TN/Nashville/104-Colbert-Way-37206/home/144496410,REALTRACS,2230983,N,Y,36.1908295,-86.7101807
PAST SALE,June-28-2021,Single Family Residential,6940 Stone Run Dr,Nashville,TN,37211,470500,4,2.5,Stone Creek Park,2632,9583,1998,,179,35,Sold,,,https://www.redfin.com/TN/Nashville/6940-Stone-Run-Dr-37211/home/60714697,REALTRACS,2254366,N,Y,36.0115386,-86.7224626
PAST SALE,February-25-2021,Condo/Co-op,2600 Hillsboro Pike #111,Nashville,TN,37212,334500,1,1.0,The Enclave At Hillsboro V,1196,1306,2006,,280,310,Sold,,,https://www.redfin.com/TN/Nashville/2600-Hillsboro-Pike-37212/unit-111/home/108019111,REALTRACS,2215390,N,Y,36.124674,-86.805364
PAST SALE,April-30-2021,Condo/Co-op,2020 Beech Ave Unit C2,Nashville,TN,37204,182000,1,1.0,Beechtree,625,871,1961,,291,185,Sold,,,https://www.redfin.com/TN/Nashville/2020-Beech-Ave-37204/unit-C2/home/108013476,REALTRACS,2228355,N,Y,36.132084,-86.7802428
PAST SALE,December-18-2020,Single Family Residential,7037 Calderwood Dr,Antioch,TN,37013,342000,3,2.5,Indian Creek Estates,2491,8276,2003,,137,17,Sold,,,https://www.redfin.com/TN/Antioch/7037-Calderwood-Dr-37013/home/108022794,REALTRACS,2206472,N,Y,36.0094187,-86.6811546
PAST SALE,October-21-2021,Single Family Residential,3640 Mayflower Pl,Nashville,TN,37204,996100,4,2.5,3640 Mayflower Cottages,2876,1742,2016,,346,,Sold,,,https://www.redfin.com/TN/Nashville/3640-Mayflower-Pl-37204/home/108903926,REALTRACS,2286074,N,Y,36.1061897,-86.7835894
PAST SALE,October-8-2021,Single Family Residential,204 Manatee Ct,Antioch,TN,37013,295000,3,2.0,Barclay Square,2100,9147,1973,,140,,Sold,,,https://www.redfin.com/TN/Antioch/204-Manatee-Ct-37013/home/60722981,REALTRACS,2289849,N,Y,36.0696548,-86.6660075
PAST SALE,April-26-2021,Single Family Residential,532 Bluewater Dr,Nashville,TN,37217,350000,4,3.0,Castlegate,2106,14810,1979,,166,,Sold,,,https://www.redfin.com/TN/Nashville/532-Bluewater-Dr-37217/home/68822659,REALTRACS,2237847,N,Y,36.0838866,-86.6161028
PAST SALE,April-23-2021,Townhouse,3110 Woodymore Dr,Antioch,TN,37013,195000,3,1.0,Woodymore Heights,1185,6969,1986,,165,,Sold,,,https://www.redfin.com/TN/Antioch/3110-Woodymore-Dr-37013/home/68710664,REALTRACS,2234144,N,Y,36.076293,-86.609455
PAST SALE,December-17-2020,Condo/Co-op,420 Elysian Fields Rd Unit B12,Nashville,TN,37211,129900,2,2.0,Village At Grassmere,936,871,1969,,139,250,Sold,,,https://www.redfin.com/TN/Nashville/420-Elysian-Fields-Rd-37211/unit-B12/home/68700394,REALTRACS,2198719,N,Y,36.086456,-86.7321429
PAST SALE,December-3-2021,Townhouse,1721 Red Jacket Dr,Antioch,TN,37013,275000,2,4.5,Barnes Crossing,1352,435,2006,,203,121,Sold,,,https://www.redfin.com/TN/Antioch/1721-Red-Jacket-Dr-37013/home/107988000,REALTRACS,2303148,N,Y,36.031667,-86.7056549
PAST SALE,October-12-2021,Single Family Residential,2635 River Meade Way,Nashville,TN,37214,383000,3,2.5,River Glen,1444,3049,2005,,265,18,Sold,,,https://www.redfin.com/TN/Nashville/2635-River-Meade-Way-37214/home/107988961,REALTRACS,2289654,N,Y,36.2416315,-86.7024314
PAST SALE,,Single Family Residential,1309 Lone Oak Cir,Nashville,TN,37215,2310000,6,6.5,,6826,44867,2020,,338,,,,,https://www.redfin.com/TN/Nashville/1309-Lone-Oak-Cir-37215/home/148401467,,,N,Y,36.092906,-86.808443
PAST SALE,May-21-2021,Single Family Residential,1324 Love Joy Ct,Nashville,TN,37216,325000,3,2.0,Ellis Estates,1176,8276,1989,,276,,Sold,,,https://www.redfin.com/TN/Nashville/1324-Love-Joy-Ct-37216/home/68761349,REALTRACS,2242987,N,Y,36.2066589,-86.7273525
PAST SALE,February-10-2021,Condo/Co-op,944 Riverside Dr,Nashville,TN,37206,445000,3,3.5,East Nashville,2000,871,2016,,223,100,Sold,,,https://www.redfin.com/TN/Nashville/944-Riverside-Dr-37206/home/112484121,REALTRACS,2207189,N,Y,36.1859807,-86.7259123
PAST SALE,May-18-2021,Single Family Residential,1421 Porter Rd #1,Nashville,TN,37206,557500,3,3.0,Porter Road Place,2259,871,2018,,247,125,Sold,,,https://www.redfin.com/TN/Nashville/1421-Porter-Rd-37206/unit-1/home/112483955,REALTRACS,2244346,N,Y,36.1917851,-86.7270423
PAST SALE,March-12-2021,Condo/Co-op,6012A Louisiana Ave,Nashville,TN,37209,549999,3,2.5,Homes At 6012 Louisiana Av,2192,871,2015,,251,,Sold,,,https://www.redfin.com/TN/Nashville/6012A-Louisiana-Ave-37209/home/145186017,REALTRACS,2222871,N,Y,36.1639405,-86.8612546
PAST SALE,December-16-2020,Townhouse,202 Porter Village Cir,Nashville,TN,37206,349900,2,3.0,Porter Village,1473,871,2017,,238,185,Sold,,,https://www.redfin.com/TN/Nashville/202-Porter-Village-Cir-37206/home/112483847,REALTRACS,2194357,N,Y,36.1945466,-86.7248723
PAST SALE,October-28-2021,Vacant Land,0 Maplewood Ln,Nashville,TN,37216,10000,,,Maplewood Heights,,13939,,,,,Sold,,,https://www.redfin.com/TN/NASHVILLE/MAPLEWOOD-LN-37216/home/107997428,REALTRACS,2275389,N,Y,36.22754,-86.732433
PAST SALE,October-13-2021,Vacant Land,6032 Bonnalawn Dr,Hermitage,TN,37076,85000,,,Hermitage Hills,,11325,,,,,Sold,,,https://www.redfin.com/TN/Hermitage/6032-Bonnalawn-Dr-37076/home/68902823,REALTRACS,2284251,N,Y,36.201657,-86.6347119
PAST SALE,January-15-2021,Single Family Residential,1415 Riverside Dr Unit B,Nashville,TN,37206,582500,3,2.5,Riverside,2083,,2017,,280,,Sold,,,https://www.redfin.com/TN/Nashville/1415-Riverside-Dr-37206/unit-B/home/112482943,REALTRACS,2213433,N,Y,36.1916145,-86.7254917
PAST SALE,,Condo/Co-op,6324 Patton Ave Unit A,Nashville,TN,37209,259000,6,1.0,,1130,,1950,,229,,,,,https://www.redfin.com/TN/Nashville/6324-Patton-Ave-37209/unit-A/home/144500007,,,N,Y,36.1508387,-86.8699223
PAST SALE,April-30-2021,Townhouse,158 Lake Chateau Dr,Hermitage,TN,37076,280000,3,2.0,Lake Chateau,1358,1306,1996,,206,225,Sold,,,https://www.redfin.com/TN/Hermitage/158-Lake-Chateau-Dr-37076/home/108090268,REALTRACS,2244113,N,Y,36.160442,-86.5927899
PAST SALE,November-1-2021,Vacant Land,14 Roehrig Ct,Old Hickory,TN,37138,299900,,,Roehrig Estates,,37897,,,,83,Sold,,,https://www.redfin.com/TN/Old-Hickory/14-Roehrig-Ct-37138/home/60909417,REALTRACS,2250794,N,Y,36.270854,-86.64518
PAST SALE,November-3-2021,Vacant Land,14775 Old Hickory Blvd,Antioch,TN,37013,150000,,,Antioch,,130680,,,,,Sold,,,https://www.redfin.com/TN/Antioch/14775-Old-Hickory-Blvd-37013/unit-O/home/101643836,REALTRACS,2274279,N,Y,36.036679,-86.698592
PAST SALE,,Vacant Land,5974 Mt View Rd,Antioch,TN,37013,285000,,,,,44431,,,,,,,,https://www.redfin.com/TN/Antioch/5974-Mt-View-Rd-37013/home/68810794,,,N,Y,36.058779,-86.6155026
PAST SALE,,Vacant Land,7141 SOUTHPOINT PKWY,BRENTWOOD,TN,37027,328155,,,,,2614,,,,,,,,https://www.redfin.com/TN/BRENTWOOD/7141-SOUTHPOINT-PKWY-37027/home/174901673,,,N,Y,35.996284,-86.685112
PAST SALE,November-23-2021,Vacant Land,427 Emmitt Ave,Madison,TN,37115,142500,,,Power & Roth Madison Park,,15245,,,,,Sold,,,https://www.redfin.com/TN/Madison/427-Emmitt-Ave-37115/home/104500762,REALTRACS,2302723,N,Y,36.2513446,-86.708736
PAST SALE,June-9-2021,Vacant Land,1267 2nd Ave S,Nashville,TN,37210,725000,,,John Nelson,,6098,,,,,Sold,,,https://www.redfin.com/TN/Nashville/1267-2nd-Ave-S-37210/home/172290896,REALTRACS,2229466,N,Y,36.142425,-86.7628359
PAST SALE,,Vacant Land,5748 Pettus Rd,Antioch,TN,37013,1890000,,,,,621166,,,,,,,,https://www.redfin.com/TN/Antioch/5748-Pettus-Rd-37013/home/163262238,,,N,Y,36.028948,-86.666365
PAST SALE,October-4-2021,Vacant Land,3038 Lakeshore Dr,Old Hickory,TN,37138,175000,,,W D Warren Property,,35719,,,,,Sold,,,https://www.redfin.com/TN/Old-Hickory/3038A-Lakeshore-Dr-37138/home/107976519,REALTRACS,2273622,N,Y,36.2432531,-86.6312355
PAST SALE,,Condo/Co-op,2112 Carter Ave Unit B,Nashville,TN,37206,620000,4,2.5,,2362,,2016,,262,,,,,https://www.redfin.com/TN/Nashville/2112-Carter-Ave-37206/unit-B/home/112481219,,,N,Y,36.1892718,-86.727438
PAST SALE,,Vacant Land,NOLENSVILLE PIKE,BRENTWOOD,TN,37027,1320000,,,,,206910,,,,,,,,https://www.redfin.com/TN/BRENTWOOD/NOLENSVILLE-PIKE-37027/home/163301561,,,N,Y,35.997575,-86.69486
PAST SALE,,Mobile/Manufactured Home,1123 Bubbling Well Rd,Madison,TN,37115,60000,,,,,5227,,,,,,,,https://www.redfin.com/TN/Madison/1123-Bubbling-Well-Rd-37115/home/108076264,,,N,Y,36.2611172,-86.6829641
PAST SALE,January-15-2021,Single Family Residential,1520 Harwood Dr,Nashville,TN,37206,332500,3,2.0,Porter Heights,2292,12632,1950,,145,,Sold,,,https://www.redfin.com/TN/Nashville/1520-Harwood-Dr-37206/home/108122459,REALTRACS,2212713,N,Y,36.194819,-86.7188251
PAST SALE,,Condo/Co-op,229 Orlando Ave Unit B,Nashville,TN,37209,344250,2,2.5,,1300,,2002,,265,,,,,https://www.redfin.com/TN/Nashville/229-Orlando-Ave-37209/unit-B/home/108105716,,,N,Y,36.147259,-86.856848
PAST SALE,,Other,903 Beechmont Pl Unit C,Nashville,TN,37206,1195000,,,,,10019,1956,,,,,,,https://www.redfin.com/TN/Nashville/903-Beechmont-Pl-37206/unit-C/home/170540123,,,N,Y,36.1849003,-86.7217337
PAST SALE,September-8-2021,Vacant Land,267 Graylynn Dr,Nashville,TN,37214,175000,,,Big Tree Estates,,168577,,,,,Sold,,,https://www.redfin.com/TN/Nashville/267-Graylynn-Dr-37214/home/107998487,REALTRACS,2235474,N,Y,36.158767,-86.679311
PAST SALE,February-23-2021,Single Family Residential,2712 Hody Dr,Nashville,TN,37206,331000,3,2.0,Fortland Park,1227,11325,1960,,270,,Sold,,,https://www.redfin.com/TN/Nashville/2712-Hody-Dr-37206/home/108066609,REALTRACS,2220188,N,Y,36.1724427,-86.7232665
PAST SALE,,Parking,2331 Atrium Way,Nashville,TN,37214,1221029,,,,,99317,,,,,,,,https://www.redfin.com/TN/Nashville/2331-Atrium-Way-37214/home/163344264,,,N,Y,36.1544457,-86.6900339
PAST SALE,December-31-2020,Vacant Land,211 28th St,Old Hickory,TN,37138,58000,,,Dabbs & Elliott,,7405,,,,,Sold,,,https://www.redfin.com/TN/Old-Hickory/211-28th-St-37138/home/108078286,REALTRACS,2186128,N,Y,36.247707,-86.6381959
PAST SALE,December-22-2020,Single Family Residential,920 Riverside Dr,Nashville,TN,37206,545000,4,3.0,East Nashville,2262,17424,1953,,241,,Sold,,,https://www.redfin.com/TN/Nashville/920-Riverside-Dr-37206/home/108055169,REALTRACS,2186867,N,Y,36.1840114,-86.7256443
PAST SALE,January-15-2021,Single Family Residential,816 Nashua Ct,Nashville,TN,37209,306000,3,2.0,Brookewood,1260,9147,1998,,243,,Sold,,,https://www.redfin.com/TN/Nashville/816-Nashua-Ct-37209/home/108096627,REALTRACS,2203001,N,Y,36.1580427,-86.869844
PAST SALE,,Other,3582 Albee Dr,Hermitage,TN,37076,45000,2,1.0,,839,4356,1983,,54,,,,,https://www.redfin.com/TN/Hermitage/3582-Albee-Dr-37076/home/108075243,,,N,Y,36.178092,-86.6107697
PAST SALE,April-7-2021,Townhouse,302 Lakebrink Dr,Nashville,TN,37214,195900,2,1.5,Larchwood,1156,2613,1987,,169,120,Sold,,,https://www.redfin.com/TN/Nashville/302-Lakebrink-Dr-37214/home/60664654,REALTRACS,2233791,N,Y,36.1493704,-86.6326461
PAST SALE,January-23-2021,Vacant Land,111 Iris Ave,Old Hickory,TN,37138,95000,,,L & C Ins,,36154,,,,,Sold,,,https://www.redfin.com/TN/Old-Hickory/111-Iris-Ave-37138/home/108073576,REALTRACS,2153152,N,Y,36.242631,-86.631738
PAST SALE,,Other,1408 Cleves St,Old Hickory,TN,37138,310000,,,,,9583,,,,,,,,https://www.redfin.com/TN/Old-Hickory/1408-Cleves-St-37138/home/108072942,,,N,Y,36.2558797,-86.6468014
PAST SALE,,Single Family Residential,2221 Carter Ave Unit B,Nashville,TN,37206,222000,2,1.0,,1145,10890,1949,,194,,,,,https://www.redfin.com/TN/Nashville/2221-Carter-Ave-37206/unit-B/home/108035494,,,N,Y,36.1890965,-86.7225787
PAST SALE,,Other,607 Newhall Dr,Nashville,TN,37206,358803,,,,,10454,1985,,,,,,,https://www.redfin.com/TN/Nashville/607-Newhall-Dr-37206/home/108025300,,,N,Y,36.1753958,-86.7228839
PAST SALE,,Vacant Land,WRIGHT AVE,OLD HICKORY,TN,37138,20000,,,,,16117,,,,,,,,https://www.redfin.com/TN/OLD-HICKORY/WRIGHT-AVE-37138/home/108020356,,,N,Y,36.202565,-86.623782
PAST SALE,February-26-2021,Single Family Residential,312 Pioneer Ln,Nashville,TN,37206,340000,3,1.0,Roselawn,1356,11761,1955,,251,,Sold,,,https://www.redfin.com/TN/Nashville/312-Pioneer-Ln-37206/home/107998943,REALTRACS,2214849,N,Y,36.1861531,-86.7241705
PAST SALE,March-2-2021,Single Family Residential,747 Croley Dr,Nashville,TN,37209,266500,3,1.0,Jameswood,1015,4791,1968,,263,,Sold,,,https://www.redfin.com/TN/Nashville/747-Croley-Dr-37209/home/108086118,REALTRACS,2222506,N,Y,36.1607052,-86.8744284
PAST SALE,,Other,1903 Holly St,Nashville,TN,37206,385000,,,,,9583,1975,,,,,,,https://www.redfin.com/TN/Nashville/1903-Holly-St-37206/home/108001441,,,N,Y,36.1751499,-86.7362559
PAST SALE,,Other,116 Myatt Dr,Madison,TN,37115,90000,,,,,6534,,,,,,,,https://www.redfin.com/TN/Madison/116-Myatt-Dr-37115/home/107992555,,,N,Y,36.2657988,-86.6903581
PAST SALE,,Single Family Residential,1508 Wendell Ave,Nashville,TN,37206,300000,2,1.0,,1064,15246,1950,,282,,,,,https://www.redfin.com/TN/Nashville/1508-Wendell-Ave-37206/home/107994225,,,N,Y,36.1934591,-86.7109238
PAST SALE,,Vacant Land,4217 Brush Hill Rd,Nashville,TN,37216,285000,,,,,33106,,,,,,,,https://www.redfin.com/TN/Nashville/4217-Brush-Hill-Rd-37216/home/107984618,,,N,Y,36.2313789,-86.714727
PAST SALE,,Vacant Land,OLD HICKORY BLVD,MADISON,TN,37115,159500,,,,,43560,,,,,,,,https://www.redfin.com/TN/MADISON/OLD-HICKORY-BLVD-37115/home/101819096,,,N,Y,36.262075,-86.686431
PAST SALE,March-29-2021,Single Family Residential,2106 Rosecliff Dr,Nashville,TN,37206,420000,5,2.0,Rose Bank,2532,31363,1952,,166,,Sold,,,https://www.redfin.com/TN/Nashville/2106-Rosecliff-Dr-37206/home/107985857,REALTRACS,2205352,N,Y,36.1905453,-86.7128108
PAST SALE,January-15-2021,Single Family Residential,515B Westboro Dr,Nashville,TN,37209,475000,5,4.0,Westboro,2190,22651,2020,,217,,Sold,,,https://www.redfin.com/TN/Nashville/515-Westboro-Dr-37209/unit-A/home/108052370,REALTRACS,2209152,N,Y,36.1498498,-86.8742717
PAST SALE,May-14-2021,Single Family Residential,913 Carlisle Ct S,Nashville,TN,37214,299500,3,2.0,Villages Of Larchwood,1275,5662,1993,,235,8,Sold,,,https://www.redfin.com/TN/Nashville/913-Carlisle-Ct-S-37214/home/104223688,REALTRACS,2244990,N,Y,36.1459727,-86.6365297
PAST SALE,,Vacant Land,205 Morganmeade Ct,Nashville,TN,37216,35000,,,,,13939,,,,,,,,https://www.redfin.com/TN/Nashville/205-Morganmeade-Ct-37216/home/87819590,,,N,Y,36.20273,-86.7002119
PAST SALE,,Vacant Land,ROTHWOOD AVE,MADISON,TN,37115,15000,,,,,6098,,,,,,,,https://www.redfin.com/TN/MADISON/ROTHWOOD-AVE-37115/home/87814265,,,N,Y,36.252769,-86.706386
PAST SALE,December-18-2020,Single Family Residential,1700 Sherwood Ln,Nashville,TN,37216,339500,2,1.0,Sherwood,1566,18295,1949,,217,,Sold,,,https://www.redfin.com/TN/Nashville/1700-Sherwood-Ln-37216/home/107973340,REALTRACS,2207084,N,Y,36.1963082,-86.722166
PAST SALE,,Vacant Land,IRIS AVE,OLD HICKORY,TN,37138,85000,,,,,40075,,,,,,,,https://www.redfin.com/TN/OLD-HICKORY/IRIS-AVE-37138/home/87808931,,,N,Y,36.242256,-86.631246
PAST SALE,April-12-2021,Vacant Land,342 Rio Vista Dr,Madison,TN,37115,80000,,,Madison,,8712,,,,,Sold,,,https://www.redfin.com/TN/Madison/342-Rio-Vista-Dr-37115/home/87802618,REALTRACS,2235632,N,Y,36.2702437,-86.6831947
PAST SALE,December-31-2020,Multi-Family (2-4 Unit),325 Mckennell Dr,Nashville,TN,37206,484500,4,2.0,Gregory Heights,1650,21780,1973,,294,,Sold,,,https://www.redfin.com/TN/Nashville/325-Mckennell-Dr-37206/home/87815270,REALTRACS,2192915,N,Y,36.1912709,-86.7203346
PAST SALE,,Vacant Land,6015 Obrien Ave,Nashville,TN,37209,620000,2,1.0,,1452,21344,1948,,427,,,,,https://www.redfin.com/TN/Nashville/6015-Obrien-Ave-37209/home/108035076,,,N,Y,36.149409,-86.866654
PAST SALE,April-12-2021,Vacant Land,330 Rio Vista Dr,Madison,TN,37115,80000,,,Madison,,9147,,,,,Sold,,,https://www.redfin.com/TN/Madison/330-Rio-Vista-Dr-37115/home/87802522,REALTRACS,2235616,N,Y,36.2698636,-86.6829933
PAST SALE,April-12-2021,Vacant Land,338 Rio Vista Dr,Madison,TN,37115,80000,,,Madison,,8712,,,,,Sold,,,https://www.redfin.com/TN/Madison/338-Rio-Vista-Dr-37115/home/87802520,REALTRACS,2232704,N,Y,36.270115,-86.6831293
PAST SALE,March-4-2021,Condo/Co-op,1529 Hayden Dr,Nashville,TN,37206,419000,3,2.5,ROSEBANK,1702,12632,2015,,246,,Sold,,,https://www.redfin.com/TN/Nashville/1529-Hayden-Dr-37206/home/60868268,REALTRACS,2220237,N,Y,36.1950386,-86.7144618
PAST SALE,April-12-2021,Vacant Land,334 Rio Vista Dr,Madison,TN,37115,80000,,,Madison,,8276,,,,,Sold,,,https://www.redfin.com/TN/Madison/334-Rio-Vista-Dr-37115/home/87802519,REALTRACS,2232697,N,Y,36.2699924,-86.6830597
PAST SALE,June-10-2021,Vacant Land,501 Myatt Dr,Madison,TN,37115,168000,,,Rivergate Industrial Park,,20908,,,,,Sold,,,https://www.redfin.com/TN/Madison/501-Myatt-Dr-37115/home/68914039,REALTRACS,2035023,N,Y,36.279056,-86.690331
PAST SALE,April-23-2021,Condo/Co-op,1701 Porter Rd #6,Nashville,TN,37206,310000,1,1.0,Riverside Station,879,,2020,,353,105,Sold,,,https://www.redfin.com/TN/Nashville/1701-Porter-Rd-37206/unit-6/home/174716788,REALTRACS,2236998,N,Y,36.195402,-86.723246
PAST SALE,January-13-2021,Single Family Residential,515 West Bnd,Nashville,TN,37209,525000,4,3.5,Charlotte Park,2228,,2020,,236,,Sold,,,https://www.redfin.com/TN/Nashville/515-W-Bend-Dr-37209/home/108005849,REALTRACS,2209135,N,Y,36.1504974,-86.8730962
PAST SALE,May-8-2021,Single Family Residential,3212 Blackwood Dr,Nashville,TN,37214,325000,3,2.0,Larchwood,1536,11325,1985,,212,,Sold,,,https://www.redfin.com/TN/Nashville/3212-Blackwood-Dr-37214/home/87821250,REALTRACS,2233575,N,Y,36.1503513,-86.6293992
PAST SALE,February-12-2021,Single Family Residential,3765 Hoggett Ford Rd,Hermitage,TN,37076,499900,3,2.0,Hermitage Point,2620,38332,2019,,191,45,Sold,,,https://www.redfin.com/TN/Hermitage/3765-Hoggett-Ford-Rd-37076/home/170540250,REALTRACS,2221397,N,Y,36.17051975069699,-86.61940618779023
PAST SALE,March-25-2021,Single Family Residential,2137 Hickory Brook Dr,Hermitage,TN,37076,385500,3,2.5,Villages Of Riverwood,2506,6969,2017,,154,70,Sold,,,https://www.redfin.com/TN/Hermitage/2137-Hickory-Brook-Dr-37076/home/113075038,REALTRACS,2227608,N,Y,36.167076,-86.624809
PAST SALE,June-30-2021,Vacant Land,107 Sarver Ave,Madison,TN,37115,162500,,,W P Readys/Thornton,,21780,,,,,Sold,,,https://www.redfin.com/TN/Madison/107-Sarver-Ave-37115/home/60912120,REALTRACS,2262411,N,Y,36.2752265,-86.7082072
PAST SALE,,Other,5 Harbor Cove Dr,Old Hickory,TN,37138,475000,,,,,14810,,,,,,,,https://www.redfin.com/TN/Old-Hickory/5-Harbor-Cove-Dr-37138/home/60902852,,,N,Y,36.242955,-86.615313
PAST SALE,January-15-2021,Single Family Residential,2301B Carter Ave,Nashville,TN,37206,629900,4,3.0,2301A-2301B Carter Avenue,2697,1742,2018,,234,,Sold,,,https://www.redfin.com/TN/Nashville/2301B-Carter-Ave-37206/home/172304582,REALTRACS,2213383,N,Y,36.1896925,-86.7220855
PAST SALE,May-7-2021,Vacant Land,6211 Burkitt Rd,Antioch,TN,37013,209900,,,Jennings,,193842,,,,,Sold,,,https://www.redfin.com/TN/Antioch/6211-Burkitt-Rd-37013/home/60900356,REALTRACS,2239719,N,Y,35.996916,-86.622988
PAST SALE,,Vacant Land,OLD HICKORY BLVD,ANTIOCH,TN,37013,175000,,,,,244807,,,,,,,,https://www.redfin.com/TN/ANTIOCH/OLD-HICKORY-BLVD-37013/home/163353344,,,N,Y,36.003652,-86.624789
PAST SALE,July-19-2021,Vacant Land,5 Battle Rd,Nolensville,TN,37135,900000,,,Nolensville,,884703,,,,,Sold,,,https://www.redfin.com/TN/Nolensville/5-Battle-Rd-Unknown/home/175520178,REALTRACS,2264896,N,Y,35.97364464,-86.63307077
PAST SALE,March-26-2021,Vacant Land,0 Scott Ave,Nashville,TN,37216,200000,,,Keller/Maxey,,18730,,,,,Sold,,,https://www.redfin.com/TN/NASHVILLE/SCOTT-AVE-37216/home/170539220,REALTRACS,2202357,N,Y,36.203558,-86.732544
PAST SALE,May-27-2021,Condo/Co-op,5700 California Ave #24,Nashville,TN,37209,500000,3,3.5,Edison Park Nashville,2077,1306,2021,,241,100,Sold,,,https://www.redfin.com/TN/Nashville/1565-57th-Ave-N-37209/home/174483404,REALTRACS,2230394,N,Y,36.1653196,-86.857244
PAST SALE,December-11-2020,Single Family Residential,7445 Lakeview Dr,Nashville,TN,37209,585000,3,2.5,Sullivan's Ridge,3120,175982,1988,,188,,Sold,,,https://www.redfin.com/TN/Nashville/7445-Lakeview-Dr-37209/home/107998964,REALTRACS,2195494,N,Y,36.1555171,-86.9580085
PAST SALE,,Condo/Co-op,7978 Coley Davis Rd,Nashville,TN,37221,1525000,,,,5920,,2006,,258,,,,,https://www.redfin.com/TN/Nashville/7978-Coley-Davis-Rd-37221/home/173426272,,,N,Y,36.0752893,-86.9667181
PAST SALE,June-30-2021,Vacant Land,2 Battle,Nolensville,TN,37135,289900,,,Nolensville,,254390,,,,,Sold,,,https://www.redfin.com/TN/Nolensville/2-Battle-37135/home/174704299,REALTRACS,2204077,N,Y,35.97756328,-86.64317747
PAST SALE,June-11-2021,Vacant Land,0 Ashland City Hwy,Nashville,TN,37218,130000,,,Bordeaux/Hydes Ferry,,46609,,,,,Sold,,,https://www.redfin.com/TN/Nashville/4226-Ashland-City-Hwy-37218/home/175309463,REALTRACS,2249441,N,Y,36.2045538,-86.8518235
PAST SALE,June-18-2021,Vacant Land,1715 Kellow St,Nashville,TN,37208,100000,,,North Nashville,,,,,,,Sold,,,https://www.redfin.com/TN/Nashville/1715-Kellow-St-37208/home/175200262,REALTRACS,2257037,N,Y,36.1897439,-86.8123059
PAST SALE,,Single Family Residential,1537 14th Ave N,Nashville,TN,37208,150000,,,,,8712,,,,,,,,https://www.redfin.com/TN/Nashville/1537-14th-Ave-N-37208/home/68915748,,,N,Y,36.1754414,-86.8044181
